PMID,FACTOR,TEXT
34373674,Number of comorbidities/HTA/Hyperglycemia,"the major objectives of this study are identifying the rate of upper extremity picc-associated dvts after orthopaedic procedures;which orthopaedic subspecialties are most likely to encounter an upper extremity picc-associated dvt?what surgeries or medical comorbidities are risk factors for upper extremity picc-associated dvts?does type of dvt chemoprophylaxis decrease the risk of an upper extremity picc-associated dvt? methods: a retrospective review of electronic medical records (emr) was performed to include all patients undergoing irrigation and debridement (i&d) for treatment of orthopaedic surgery-related infections over a 10-year period. age, sex, and medical comorbidities were extracted from the emr. mann-whitney non-parametric tests, fisher's exact tests, chi-square tests, and cochran-mantel-haenszel (cmh) tests were used to determine associations with dvt events for those with piccs based on medical comorbidities, picc lumen size, team placing the picc, impact of implant removal, and protective effect of dvt chemoprophylaxis."
34373674,Surgery_type of surgery,"the major objectives of this study are identifying the rate of upper extremity picc-associated dvts after orthopaedic procedures;which orthopaedic subspecialties are most likely to encounter an upper extremity picc-associated dvt?what surgeries or medical comorbidities are risk factors for upper extremity picc-associated dvts?does type of dvt chemoprophylaxis decrease the risk of an upper extremity picc-associated dvt? methods: a retrospective review of electronic medical records (emr) was performed to include all patients undergoing irrigation and debridement (i&d) for treatment of orthopaedic surgery-related infections over a 10-year period. the results of this study should be of particular interest to surgeons who do not typically give dvt prophylaxis and plan to perform surgery on patients with chf, a history of a dvt, or plan to manipulate the intramedullary canal."
34373674,PICC infection,background: peripherally inserted central catheter (picc) placement is necessary for delivery of intravenous (iv) antibiotics to treat bone and soft tissue infections. the major objectives of this study are identifying the rate of upper extremity picc-associated dvts after orthopaedic procedures;which orthopaedic subspecialties are most likely to encounter an upper extremity picc-associated dvt?what surgeries or medical comorbidities are risk factors for upper extremity picc-associated dvts?does type of dvt chemoprophylaxis decrease the risk of an upper extremity picc-associated dvt? methods: a retrospective review of electronic medical records (emr) was performed to include all patients undergoing irrigation and debridement (i&d) for treatment of orthopaedic surgery-related infections over a 10-year period.
29615373,PICC indwelling time,"the picc indwelling time was statistically different between the group with successful catheter advancement (n = 36, success group) and the group with failed catheter advancement (n = 18, failure group; p = .007) with ipsilateral trimmed piccs."
26349890,Chemotherapy,"purpose: to identify clinical incidence, risk factors and treatment of peripherally inserted central venous catheters (piccs)-related upper extremity venous thrombosis (uevt) in breast cancer patients undergoing chemotherapy. methods: we performed a retrospective cohort study of breast cancer patients with picc insertion undergoing chemotherapy. results: a total of 568 breast cancer patients with picc undergoing chemotherapy were included, for a total of 54,769 catheter days; 8 patients (1.4%) developed picc-related uevt."
26349890,Cancer,"peripherally inserted central catheter-related vein thrombosis in breast cancer patients. purpose: to identify clinical incidence, risk factors and treatment of peripherally inserted central venous catheters (piccs)-related upper extremity venous thrombosis (uevt) in breast cancer patients undergoing chemotherapy. methods: we performed a retrospective cohort study of breast cancer patients with picc insertion undergoing chemotherapy. results: a total of 568 breast cancer patients with picc undergoing chemotherapy were included, for a total of 54,769 catheter days; 8 patients (1.4%) developed picc-related uevt. conclusions: metastasis and malposition were significant risk factors for picc-related uevt in breast cancer patients. in multivariable analysis, metastasis (p = 0.002) and malposition (p = 0.013) were shown to be significant risk factors for picc-related uevt."
26349890,PICC insertion procedure,"in multivariable analysis, metastasis (p = 0.002) and malposition (p = 0.013) were shown to be significant risk factors for picc-related uevt. conclusions: metastasis and malposition were significant risk factors for picc-related uevt in breast cancer patients. methods: we performed a retrospective cohort study of breast cancer patients with picc insertion undergoing chemotherapy."
33383236,Chemotherapy,"background: a peripherally inserted central catheter (picc) is often necessary for patients receiving chemotherapy, but there is a risk of picc-related venous thrombosis (vt). we sought to use the caprini thrombosis risk model and color doppler flow imaging for the dynamic monitoring of an eventual thrombosis in patients receiving chemotherapy."
33383236,Cancer,the caprini thrombosis risk model predicts the risk of peripherally inserted central catheter-related upper extremity venous thrombosis in patients with cancer. conclusions: the caprini score is an independent predictor of the development of picc-related vt in patients with cancer.
24612469,Two or more lumens,"on bivariate analysis, recent diagnosis of cancer, interventional radiology placement, chemotherapy administration, number of lumens and picc-gauge were associated with picc-dvt."
24612469,Chemotherapy,"on bivariate analysis, recent diagnosis of cancer, interventional radiology placement, chemotherapy administration, number of lumens and picc-gauge were associated with picc-dvt."
24612469,Cancer,"on bivariate analysis, recent diagnosis of cancer, interventional radiology placement, chemotherapy administration, number of lumens and picc-gauge were associated with picc-dvt. following multivariable adjustment, recent cancer diagnosis (or 1.95 [95% ci 1.01-3.76]) and picc gauge (hr 2.21 [95%ci 1.04-4.70] and hr 3.56 [95%ci 1.31-9.66] for 5-fr and 6-fr piccs, respectively) remained associated with thrombosis. conclusions: recent diagnosis of cancer and picc gauge are associated with picc-dvt. these findings have important clinical ramifications and suggest that placement of large gauge piccs or piccs in patients with cancer may provoke thrombosis."
